Model,DPO4104
Firmware Version,2.48

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,2e-06,
Sample Interval,2e-10,
Record Length,100000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.1,0.1
Label,,
TIME,CH1,CH2
5.08220e-06,0.0104219,0.0030625
5.08240e-06,0.0101875,0.00245313
5.08260e-06,0.0105625,0.00314063
5.08280e-06,0.0105781,0.00334375
5.08300e-06,0.0108906,0.0035625
5.08320e-06,0.0104375,0.00440625
5.08340e-06,0.01,0.00482813
5.08360e-06,0.00971875,0.00560938
5.08380e-06,0.00890625,0.00646875
5.08400e-06,0.0086875,0.00715625
5.08420e-06,0.00848438,0.0081875
5.08440e-06,0.00825,0.0085
5.08460e-06,0.00882813,0.0103594
5.08480e-06,0.00935938,0.0107813
5.08500e-06,0.0085,0.0118906
5.08520e-06,0.00921875,0.0119844
5.08540e-06,0.0093125,0.0118906
5.08560e-06,0.0107344,0.0114063
5.08580e-06,0.0109531,0.0105781
5.08600e-06,0.0113125,0.0088125
5.08620e-06,0.0116719,0.00771875
5.08640e-06,0.0120156,0.00685938
5.08660e-06,0.0123438,0.00559375
5.08680e-06,0.0124063,0.0045
5.08700e-06,0.0122344,0.00442188
5.08720e-06,0.0122969,0.00448438
5.08740e-06,0.0121563,0.00495313
5.08760e-06,0.01175,0.00589063
5.08780e-06,0.0115937,0.00739063
5.08800e-06,0.0111094,0.00767188
5.08820e-06,0.0114063,0.00834375
5.08840e-06,0.0117188,0.0083125
5.08860e-06,0.0120313,0.0085
5.08880e-06,0.0123125,0.00815625
5.08900e-06,0.0128125,0.00784375
5.08920e-06,0.0125469,0.007625
5.08940e-06,0.0130156,0.00717188
5.08960e-06,0.0126719,0.00659375
5.08980e-06,0.0124844,0.00615625
5.09000e-06,0.0125625,0.00673438
5.09020e-06,0.0122969,0.007
5.09040e-06,0.0119063,0.00701563
5.09060e-06,0.0117656,0.0071875
5.09080e-06,0.0115156,0.00729688
5.09100e-06,0.0114219,0.00745313
5.09120e-06,0.0119844,0.00760938
5.09140e-06,0.01225,0.00754688
5.09160e-06,0.0130156,0.00695313
5.09180e-06,0.0129063,0.00710938
5.09200e-06,0.0139531,0.00723438
5.09220e-06,0.0127344,0.0066875
5.09240e-06,0.0125938,0.00620313
5.09260e-06,0.0118594,0.00653125
5.09280e-06,0.01075,0.00682813
5.09300e-06,0.00970313,0.00710938
5.09320e-06,0.00870313,0.00735938
5.09340e-06,0.00771875,0.00870313
5.09360e-06,0.00710938,0.00984375
5.09380e-06,0.0073125,0.0110625
5.09400e-06,0.00753125,0.0125781
5.09420e-06,0.007875,0.0136094
5.09440e-06,0.00815625,0.0140469
5.09460e-06,0.00857813,0.0141875
5.09480e-06,0.0091875,0.0137656
5.09500e-06,0.0103906,0.0143594
5.09520e-06,0.0107187,0.0131719
5.09540e-06,0.0112813,0.0130625
5.09560e-06,0.0116563,0.0121094
5.09580e-06,0.0118594,0.011875
5.09600e-06,0.0124844,0.01175
5.09620e-06,0.0125469,0.0113281
5.09640e-06,0.0127969,0.0114688
5.09660e-06,0.0123594,0.0119219
5.09680e-06,0.0127188,0.0119063
5.09700e-06,0.0124063,0.0119688
5.09720e-06,0.0122188,0.0119844
5.09740e-06,0.012375,0.0120625
5.09760e-06,0.0116406,0.011625
5.09780e-06,0.0108437,0.0112344
5.09800e-06,0.0101406,0.0108281
5.09820e-06,0.00914062,0.0104219
5.09840e-06,0.00945313,0.0111875
5.09860e-06,0.008375,0.0119063
5.09880e-06,0.008,0.0127969
5.09900e-06,0.00782813,0.013625
5.09920e-06,0.00765625,0.0147656
5.09940e-06,0.00776563,0.01575
5.09960e-06,0.0075,0.0160469
5.09980e-06,0.00746875,0.0160781
5.10000e-06,0.007875,0.0159688
5.10020e-06,0.00839062,0.0156875
5.10040e-06,0.00896875,0.0152813
5.10060e-06,0.00959375,0.01525
5.10080e-06,0.0098125,0.0143281
5.10100e-06,0.0102344,0.0142656
5.10120e-06,0.0102969,0.0136094
5.10140e-06,0.0110469,0.0146094
5.10160e-06,0.0108281,0.0143125
5.10180e-06,0.0110469,0.015
5.10200e-06,0.01125,0.0152188
5.10220e-06,0.01125,0.0153281
5.10240e-06,0.0109219,0.0154844
5.10260e-06,0.010375,0.0146875
5.10280e-06,0.0105937,0.0145156
5.10300e-06,0.0100469,0.0136094
5.10320e-06,0.00939062,0.0130313
5.10340e-06,0.00946875,0.0129531
5.10360e-06,0.00870313,0.0123125
5.10380e-06,0.00923438,0.0130313
5.10400e-06,0.00967188,0.0134063
5.10420e-06,0.00898438,0.0130469
5.10440e-06,0.00932813,0.0135156
5.10460e-06,0.00967188,0.0135469
5.10480e-06,0.0109531,0.0145781
5.10500e-06,0.01075,0.0139844
5.10520e-06,0.0110469,0.0136719
5.10540e-06,0.011625,0.0140313
5.10560e-06,0.0115781,0.0141563
5.10580e-06,0.0119063,0.0136563
5.10600e-06,0.0118281,0.0135313
5.10620e-06,0.0120781,0.0130625
5.10640e-06,0.0121875,0.0129063
5.10660e-06,0.0122656,0.0124844
5.10680e-06,0.0128438,0.012625
5.10700e-06,0.0129688,0.0126406
5.10720e-06,0.0127188,0.0125625
5.10740e-06,0.0124063,0.0122344
5.10760e-06,0.0123594,0.0120938
5.10780e-06,0.0127813,0.0123281
5.10800e-06,0.0122031,0.0123594
5.10820e-06,0.0124375,0.0122969
5.10840e-06,0.0122969,0.0123125
5.10860e-06,0.0130469,0.0127813
5.10880e-06,0.0129688,0.0130625
5.10900e-06,0.0136719,0.0133281
5.10920e-06,0.014875,0.014
5.10940e-06,0.0159375,0.0141094
5.10960e-06,0.0171875,0.0142969
5.10980e-06,0.0185156,0.0148125
5.11000e-06,0.0187344,0.0153125
5.11020e-06,0.0196563,0.0165313
5.11040e-06,0.0205625,0.0175625
5.11060e-06,0.0205938,0.0186406
5.11080e-06,0.0213438,0.0196406
5.11100e-06,0.0210938,0.0201563
5.11120e-06,0.0220625,0.021125
5.11140e-06,0.0207031,0.0205625
5.11160e-06,0.0211719,0.0205
5.11180e-06,0.0210469,0.0204531
5.11200e-06,0.0205781,0.0193125
5.11220e-06,0.0202031,0.0186719
5.11240e-06,0.020125,0.0177344
5.11260e-06,0.0196094,0.016625
5.11280e-06,0.0195,0.0154844
5.11300e-06,0.0191094,0.0147969
5.11320e-06,0.0184531,0.0138125
5.11340e-06,0.0183281,0.0134219
5.11360e-06,0.0174375,0.0127031
5.11380e-06,0.0166406,0.0121094
5.11400e-06,0.01625,0.0111875
5.11420e-06,0.0162031,0.01125
5.11440e-06,0.0157656,0.0106094
5.11460e-06,0.0152969,0.0108281
5.11480e-06,0.015625,0.0104219
5.11500e-06,0.0152031,0.0107656
5.11520e-06,0.0152188,0.0110156
5.11540e-06,0.0148906,0.0111563
5.11560e-06,0.0151875,0.0120313
5.11580e-06,0.0154375,0.0125469
5.11600e-06,0.0153594,0.0132813
5.11620e-06,0.0155,0.0136094
5.11640e-06,0.0148594,0.013
5.11660e-06,0.0153125,0.0133281
5.11680e-06,0.0149375,0.0130156
5.11700e-06,0.0149844,0.0119219
5.11720e-06,0.014875,0.0109844
5.11740e-06,0.0145938,0.0101875
5.11760e-06,0.0147813,0.009625
5.11780e-06,0.014375,0.0084375
5.11800e-06,0.0141719,0.00823438
5.11820e-06,0.0141719,0.00771875
5.11840e-06,0.0136406,0.00759375
5.11860e-06,0.0136563,0.00721875
5.11880e-06,0.0138125,0.00717188
5.11900e-06,0.0131563,0.00698438
5.11920e-06,0.0133594,0.00679688
5.11940e-06,0.0127969,0.00609375
5.11960e-06,0.0127813,0.0068125
5.11980e-06,0.0126406,0.0069375
5.12000e-06,0.0123438,0.00678125
5.12020e-06,0.0120469,0.00745313
5.12040e-06,0.0118281,0.0074375
5.12060e-06,0.0119219,0.00803125
5.12080e-06,0.01175,0.00809375
5.12100e-06,0.0118125,0.00917188
5.12120e-06,0.0120313,0.00879688
5.12140e-06,0.0119063,0.00971875
5.12160e-06,0.0117188,0.0101094
5.12180e-06,0.0114687,0.00964063
5.12200e-06,0.0117813,0.0102031
5.12220e-06,0.0116563,0.0100156
5.12240e-06,0.0112969,0.009625
5.12260e-06,0.0113906,0.00915625
5.12280e-06,0.0113281,0.00825
5.12300e-06,0.0114063,0.00778125
5.12320e-06,0.0114531,0.007375
5.12340e-06,0.0116719,0.00659375
5.12360e-06,0.0116094,0.006
5.12380e-06,0.011375,0.00534375
5.12400e-06,0.0112969,0.00514063
5.12420e-06,0.0112969,0.00434375
5.12440e-06,0.0110625,0.004125
5.12460e-06,0.0107813,0.00426563
5.12480e-06,0.0106875,0.0041875
5.12500e-06,0.0103906,0.00439063
5.12520e-06,0.0100156,0.0050625
5.12540e-06,0.00971875,0.00523438
5.12560e-06,0.00959375,0.005875
5.12580e-06,0.00940625,0.00590625
5.12600e-06,0.00926562,0.00678125
5.12620e-06,0.0100156,0.00748438
5.12640e-06,0.00957813,0.00679688
5.12660e-06,0.00934375,0.0070625
5.12680e-06,0.00909375,0.00601563
5.12700e-06,0.00978125,0.00634375
5.12720e-06,0.00907813,0.0048125
5.12740e-06,0.009875,0.00445313
5.12760e-06,0.0090625,0.0039375
5.12780e-06,0.00923438,0.00332813
5.12800e-06,0.00973438,0.00270313
5.12820e-06,0.00920313,0.00182813
5.12840e-06,0.00989063,0.00226563
5.12860e-06,0.0099375,0.00210938
5.12880e-06,0.0099375,0.00204688
5.12900e-06,0.00992188,0.00229688
5.12920e-06,0.00896875,0.00175
5.12940e-06,0.009375,0.00292188
5.12960e-06,0.00935938,0.00295313
5.12980e-06,0.00865625,0.00378125
5.13000e-06,0.00890625,0.00367188
5.13020e-06,0.008625,0.00390625
5.13040e-06,0.0085,0.00354688
5.13060e-06,0.0083125,0.00384375
5.13080e-06,0.00807813,0.00401563
5.13100e-06,0.00826562,0.00392188
5.13120e-06,0.00826562,0.00351563
5.13140e-06,0.00823438,0.003
5.13160e-06,0.00842188,0.00271875
5.13180e-06,0.00828125,0.00225
5.13200e-06,0.00826562,0.00170313
5.13220e-06,0.00821875,0.00114063
5.13240e-06,0.00834375,0.0009375
5.13260e-06,0.008625,0.000890625
5.13280e-06,0.00871875,0.000265625
5.13300e-06,0.008375,2.77556e-17
5.13320e-06,0.00848438,-0.000671875
5.13340e-06,0.00895313,-0.000375
5.13360e-06,0.0085,-0.001125
5.13380e-06,0.0083125,-0.001
5.13400e-06,0.00784375,-0.00075
5.13420e-06,0.00767188,-0.00078125
5.13440e-06,0.00748438,-0.000625
5.13460e-06,0.00725,-0.000890625
5.13480e-06,0.00714063,-0.0001875
5.13500e-06,0.00745313,-0.000171875
5.13520e-06,0.00710938,7.8125e-05
5.13540e-06,0.00704688,0.000390625
5.13560e-06,0.006875,0.00028125
5.13580e-06,0.00715625,0.000796875
5.13600e-06,0.00709375,0.00096875
5.13620e-06,0.0073125,0.0005
5.13640e-06,0.00729688,0.00075
5.13660e-06,0.0075625,0.000625
5.13680e-06,0.00748438,0.00025
5.13700e-06,0.00776563,0.00034375
5.13720e-06,0.00754688,0.000171875
5.13740e-06,0.00770313,-0.000265625
5.13760e-06,0.00765625,-0.000640625
5.13780e-06,0.00798438,-0.000640625
5.13800e-06,0.00782813,-0.0008125
5.13820e-06,0.00790625,-0.000984375
5.13840e-06,0.00723438,-0.00132812
5.13860e-06,0.00734375,-0.00198437
5.13880e-06,0.00751563,-0.00134375
5.13900e-06,0.00748438,-0.00090625
5.13920e-06,0.00696875,-0.00107812
5.13940e-06,0.0071875,-0.0006875
5.13960e-06,0.00673438,-0.00090625
5.13980e-06,0.00696875,-0.00025
5.14000e-06,0.0064375,-0.000390625
5.14020e-06,0.00648438,0.000125
5.14040e-06,0.00648438,4.6875e-05
5.14060e-06,0.00617188,0.00040625
5.14080e-06,0.00664063,0.000390625
5.14100e-06,0.00598438,0.0003125
5.14120e-06,0.00665625,0.00028125
5.14140e-06,0.0068125,0.000375
5.14160e-06,0.0068125,-0.00021875
5.14180e-06,0.00685938,-0.00040625
5.14200e-06,0.00685938,-0.00101562
5.14220e-06,0.00728125,-0.000875
5.14240e-06,0.00704688,-0.00110937
5.14260e-06,0.007,-0.0013125
5.14280e-06,0.00709375,-0.00121875
5.14300e-06,0.00704688,-0.00159375
5.14320e-06,0.00723438,-0.00117187
5.14340e-06,0.0068125,-0.0015
5.14360e-06,0.00698438,-0.00103125
5.14380e-06,0.00692188,-0.0010625
5.14400e-06,0.00651563,-0.00104687
5.14420e-06,0.0064375,-0.00078125
5.14440e-06,0.0066875,-0.000625
5.14460e-06,0.0066875,-0.00040625
5.14480e-06,0.0061875,-0.00059375
5.14500e-06,0.0058125,-0.000203125
5.14520e-06,0.00603125,-7.8125e-05
5.14540e-06,0.00640625,-7.8125e-05
5.14560e-06,0.00623438,9.375e-05
5.14580e-06,0.00629688,0.000125
5.14600e-06,0.00570313,-0.000359375
5.14620e-06,0.00653125,-0.000390625
5.14640e-06,0.00626563,-0.001125
5.14660e-06,0.00604688,-0.00104687
5.14680e-06,0.00626563,-0.00140625
5.14700e-06,0.00648438,-0.00182812
5.14720e-06,0.00660938,-0.00192187
5.14740e-06,0.00623438,-0.00248437
5.14760e-06,0.00676563,-0.00264062
5.14780e-06,0.00671875,-0.00282812
5.14800e-06,0.00690625,-0.002625
5.14820e-06,0.00670313,-0.0023125
5.14840e-06,0.00632813,-0.0021875
5.14860e-06,0.00659375,-0.00148437
5.14880e-06,0.0065625,-0.00125
5.14900e-06,0.00610938,-0.00110937
5.14920e-06,0.00615625,-0.00104687
5.14940e-06,0.00598438,-0.0011875
5.14960e-06,0.00614063,-0.000890625
5.14980e-06,0.00539063,-0.001
5.15000e-06,0.0053125,-0.00084375
5.15020e-06,0.00571875,-0.00096875
5.15040e-06,0.00575,-0.00109375
5.15060e-06,0.00575,-0.00151562
5.15080e-06,0.00642188,-0.00132812
5.15100e-06,0.006,-0.00182812
5.15120e-06,0.005875,-0.00228125
5.15140e-06,0.00548437,-0.00273437
5.15160e-06,0.00617188,-0.00267187
5.15180e-06,0.00667188,-0.00228125
5.15200e-06,0.0064375,-0.00264062
5.15220e-06,0.00648438,-0.00275
5.15240e-06,0.00626563,-0.00289062
5.15260e-06,0.00671875,-0.0020625
5.15280e-06,0.00595313,-0.00259375
5.15300e-06,0.00626563,-0.00196875
5.15320e-06,0.00590625,-0.00167187
5.15340e-06,0.00575,-0.00171875
5.15360e-06,0.00595313,-0.00146875
5.15380e-06,0.00548437,-0.00176562
5.15400e-06,0.00545313,-0.00135937
5.15420e-06,0.00571875,-0.000953125
5.15440e-06,0.00576563,-0.00117187
5.15460e-06,0.00557813,-0.000921875
5.15480e-06,0.00526563,-0.00142187
5.15500e-06,0.00589063,-0.000890625
5.15520e-06,0.00626563,-0.00132812
5.15540e-06,0.00532813,-0.0011875
5.15560e-06,0.00614063,-0.000890625
5.15580e-06,0.00620313,-0.00114062
5.15600e-06,0.00653125,-0.001125
5.15620e-06,0.00628125,-0.00125
5.15640e-06,0.00610938,-0.00117187
5.15660e-06,0.00626563,-0.00142187
5.15680e-06,0.00609375,-0.00167187
5.15700e-06,0.00589063,-0.00229687
5.15720e-06,0.00625,-0.00196875
5.15740e-06,0.00610938,-0.00182812
5.15760e-06,0.00595313,-0.002125
5.15780e-06,0.00520313,-0.0021875
5.15800e-06,0.0054375,-0.00204687
5.15820e-06,0.00621875,-0.001125
5.15840e-06,0.00614063,-0.00134375
5.15860e-06,0.00620313,-0.0010625
5.15880e-06,0.00526563,-0.00142187
5.15900e-06,0.00645313,-0.000828125
5.15920e-06,0.00559375,-0.00165625
5.15940e-06,0.00620313,-0.00117187
5.15960e-06,0.00575,-0.0014375
5.15980e-06,0.00589063,-0.00114062
5.16000e-06,0.00615625,-0.0014375
5.16020e-06,0.00590625,-0.00189062
5.16040e-06,0.00607813,-0.0014375
5.16060e-06,0.0065625,-0.00157812
5.16080e-06,0.00639063,-0.00170312
5.16100e-06,0.00660938,-0.00171875
5.16120e-06,0.00590625,-0.00228125
5.16140e-06,0.00634375,-0.0016875
5.16160e-06,0.0065,-0.00142187
5.16180e-06,0.00595313,-0.00189062
5.16200e-06,0.00673438,-0.00121875
5.16220e-06,0.00604688,-0.0015
5.16240e-06,0.00653125,-0.00115625
5.16260e-06,0.00615625,-0.00160937
5.16280e-06,0.00604688,-0.00157812
5.16300e-06,0.0059375,-0.00128125
5.16320e-06,0.00573437,-0.0008125
5.16340e-06,0.00560937,-0.00120312
5.16360e-06,0.006125,-0.000828125
5.16380e-06,0.00614063,-0.001125
5.16400e-06,0.00589063,-0.0011875
5.16420e-06,0.0055,-0.00157812
5.16440e-06,0.00592188,-0.000765625
5.16460e-06,0.00660938,-0.000578125
5.16480e-06,0.00621875,-0.00128125
5.16500e-06,0.0065,-0.00128125
5.16520e-06,0.00615625,-0.0020625
5.16540e-06,0.006625,-0.00135937
5.16560e-06,0.00596875,-0.00246875
5.16580e-06,0.00632813,-0.00207812
5.16600e-06,0.00623438,-0.0029375
5.16620e-06,0.00626563,-0.002625
5.16640e-06,0.00639063,-0.00248437
5.16660e-06,0.00582813,-0.00303125
5.16680e-06,0.00639063,-0.00260937
5.16700e-06,0.00634375,-0.00245312
5.16720e-06,0.00609375,-0.00253125
5.16740e-06,0.00610938,-0.00239062
5.16760e-06,0.00542188,-0.00292187
5.16780e-06,0.006125,-0.00229687
5.16800e-06,0.00632813,-0.0020625
5.16820e-06,0.0055,-0.00235937
5.16840e-06,0.00615625,-0.00195312
5.16860e-06,0.00584375,-0.00234375
5.16880e-06,0.00632813,-0.00179687
5.16900e-06,0.00528125,-0.00296875
5.16920e-06,0.00575,-0.00276562
5.16940e-06,0.00610938,-0.00284375
5.16960e-06,0.0060625,-0.00295312
5.16980e-06,0.0056875,-0.00310937
5.17000e-06,0.00620313,-0.00301562
5.17020e-06,0.0066875,-0.00325
5.17040e-06,0.00632813,-0.00357812
5.17060e-06,0.0058125,-0.00371875
5.17080e-06,0.0061875,-0.003625
5.17100e-06,0.0066875,-0.00375
5.17120e-06,0.0061875,-0.00432812
5.17140e-06,0.00628125,-0.00404687
5.17160e-06,0.00598438,-0.00421875
5.17180e-06,0.00675,-0.0040625
5.17200e-06,0.00582813,-0.00428125
5.17220e-06,0.00625,-0.00434375
5.17240e-06,0.00571875,-0.00407812
5.17260e-06,0.00578125,-0.00395312
5.17280e-06,0.00589063,-0.00421875
5.17300e-06,0.0055,-0.004375
5.17320e-06,0.00565625,-0.00423437
5.17340e-06,0.00573437,-0.00421875
5.17360e-06,0.00607813,-0.00440625
5.17380e-06,0.00610938,-0.00453125
5.17400e-06,0.00567188,-0.00465625
5.17420e-06,0.00621875,-0.00451562
5.17440e-06,0.00634375,-0.00460937
5.17460e-06,0.0060625,-0.00442187
5.17480e-06,0.00701563,-0.004625
5.17500e-06,0.00639063,-0.00498437
5.17520e-06,0.00673438,-0.00475
5.17540e-06,0.00623438,-0.00514062
5.17560e-06,0.00621875,-0.00503125
5.17580e-06,0.00640625,-0.00457812
5.17600e-06,0.00590625,-0.00446875
5.17620e-06,0.0056875,-0.00425
5.17640e-06,0.0059375,-0.00421875
5.17660e-06,0.00604688,-0.004125
5.17680e-06,0.00596875,-0.00379687
5.17700e-06,0.00546875,-0.00367187
5.17720e-06,0.00585938,-0.00320312
5.17740e-06,0.00629688,-0.00304687
5.17760e-06,0.00582813,-0.00307812
5.17780e-06,0.00573437,-0.00298437
5.17800e-06,0.00545313,-0.00310937
5.17820e-06,0.006375,-0.0025625
5.17840e-06,0.00535937,-0.00320312
5.17860e-06,0.00576563,-0.00254687
5.17880e-06,0.00579688,-0.00315625
5.17900e-06,0.0055625,-0.00284375
5.17920e-06,0.00615625,-0.0029375
5.17940e-06,0.0056875,-0.00329687
5.17960e-06,0.00592188,-0.00284375
5.17980e-06,0.00598438,-0.00307812
5.18000e-06,0.00592188,-0.00304687
5.18020e-06,0.0063125,-0.00314062
5.18040e-06,0.00565625,-0.0036875
5.18060e-06,0.00610938,-0.0029375
5.18080e-06,0.00629688,-0.0028125
5.18100e-06,0.00540625,-0.003375
5.18120e-06,0.00589063,-0.00292187
5.18140e-06,0.0056875,-0.00301562
5.18160e-06,0.00632813,-0.0024375
5.18180e-06,0.005125,-0.0034375
5.18200e-06,0.00521875,-0.00285937
5.18220e-06,0.00532813,-0.00271875
5.18240e-06,0.00528125,-0.00289062
5.18260e-06,0.00557813,-0.00264062
5.18280e-06,0.00571875,-0.0025
5.18300e-06,0.00604688,-0.00215625
5.18320e-06,0.005625,-0.0026875
5.18340e-06,0.00528125,-0.003125
5.18360e-06,0.00560937,-0.00273437
5.18380e-06,0.00629688,-0.00203125
5.18400e-06,0.00590625,-0.00270312
5.18420e-06,0.00598438,-0.0025
5.18440e-06,0.00567188,-0.00265625
5.18460e-06,0.00640625,-0.001875
5.18480e-06,0.00557813,-0.002875
5.18500e-06,0.006,-0.00229687
5.18520e-06,0.00560937,-0.00278125
5.18540e-06,0.0056875,-0.00257812
5.18560e-06,0.005875,-0.00235937
5.18580e-06,0.00542188,-0.003
5.18600e-06,0.0055,-0.0025625
5.18620e-06,0.00546875,-0.00267187
5.18640e-06,0.00548437,-0.00239062
5.18660e-06,0.00576563,-0.002
5.18680e-06,0.00492188,-0.00257812
5.18700e-06,0.00578125,-0.00226562
5.18720e-06,0.00564063,-0.00182812
5.18740e-06,0.00515625,-0.00251562
5.18760e-06,0.00545313,-0.00175
5.18780e-06,0.00557813,-0.00201562
5.18800e-06,0.00596875,-0.00145312
5.18820e-06,0.0048125,-0.0021875
5.18840e-06,0.0053125,-0.0021875
5.18860e-06,0.0053125,-0.00226562
5.18880e-06,0.005375,-0.002375
5.18900e-06,0.00557813,-0.00232812
5.18920e-06,0.00559375,-0.00204687
5.18940e-06,0.00578125,-0.00209375
5.18960e-06,0.00557813,-0.00229687
5.18980e-06,0.005,-0.00282812
5.19000e-06,0.00535937,-0.00240625
5.19020e-06,0.00629688,-0.00134375
5.19040e-06,0.00557813,-0.00190625
5.19060e-06,0.0056875,-0.00165625
5.19080e-06,0.00546875,-0.00178125
5.19100e-06,0.006125,-0.00114062
5.19120e-06,0.00520313,-0.00175
5.19140e-06,0.0058125,-0.00165625
5.19160e-06,0.00534375,-0.00195312
5.19180e-06,0.0053125,-0.00192187
5.19200e-06,0.00545313,-0.00151562
5.19220e-06,0.00496875,-0.0018125
5.19240e-06,0.00528125,-0.00160937
5.19260e-06,0.00521875,-0.00107812
5.19280e-06,0.00540625,-0.00132812
5.19300e-06,0.00565625,-0.0015625
5.19320e-06,0.005,-0.00226562
5.19340e-06,0.005625,-0.00159375
5.19360e-06,0.00579688,-0.0015
5.19380e-06,0.005125,-0.00229687
5.19400e-06,0.00526563,-0.00153125
5.19420e-06,0.00529688,-0.0018125
5.19440e-06,0.00610938,-0.001375
5.19460e-06,0.004875,-0.00192187
5.19480e-06,0.00514063,-0.00153125
5.19500e-06,0.00520313,-0.00190625
5.19520e-06,0.00528125,-0.00184375
5.19540e-06,0.00517188,-0.00139062
5.19560e-06,0.00528125,-0.0013125
5.19580e-06,0.00525,-0.00096875
5.19600e-06,0.00539063,-0.0014375
5.19620e-06,0.00470313,-0.0018125
5.19640e-06,0.00521875,-0.00109375
5.19660e-06,0.00589063,-0.000578125
5.19680e-06,0.00510937,-0.001125
5.19700e-06,0.00539063,-0.000984375
5.19720e-06,0.00567188,-0.00115625
5.19740e-06,0.00534375,-0.00078125
5.19760e-06,0.00498437,-0.00148437
5.19780e-06,0.00564063,-0.0013125
5.19800e-06,0.005125,-0.00173437
5.19820e-06,0.00529688,-0.0015625
5.19840e-06,0.00529688,-0.00154687
5.19860e-06,0.005125,-0.00214062
5.19880e-06,0.00528125,-0.00151562
5.19900e-06,0.00489063,-0.0015
5.19920e-06,0.00514063,-0.00129687
5.19940e-06,0.00532813,-0.00140625
5.19960e-06,0.00490625,-0.00164062
5.19980e-06,0.00535937,-0.00115625
5.20000e-06,0.00567188,-0.000828125
5.20020e-06,0.00498437,-0.000953125
5.20040e-06,0.00529688,-0.00104687
5.20060e-06,0.00514063,-0.0010625
5.20080e-06,0.0060625,-0.00084375
5.20100e-06,0.00489063,-0.00128125
5.20120e-06,0.00517188,-0.00101562
5.20140e-06,0.00492188,-0.00148437
5.20160e-06,0.00525,-0.00120312
5.20180e-06,0.00532813,-0.00134375
5.20200e-06,0.00507813,-0.001375
5.20220e-06,0.00517188,-0.00090625
5.20240e-06,0.0053125,-0.00135937
5.20260e-06,0.00457813,-0.00192187
5.20280e-06,0.00521875,-0.000953125
5.20300e-06,0.00567188,-0.0010625
5.20320e-06,0.00495313,-0.00153125
5.20340e-06,0.00526563,-0.0013125
5.20360e-06,0.00507813,-0.00121875
5.20380e-06,0.005625,-0.000859375
5.20400e-06,0.00485937,-0.00153125
5.20420e-06,0.0054375,-0.00120312
5.20440e-06,0.00496875,-0.00154687
5.20460e-06,0.00503125,-0.00101562
5.20480e-06,0.00521875,-0.000875
5.20500e-06,0.00489063,-0.00139062
5.20520e-06,0.005375,-0.00103125
5.20540e-06,0.00492188,-0.00115625
5.20560e-06,0.00523437,-0.00117187
5.20580e-06,0.00545313,-0.0011875
5.20600e-06,0.005125,-0.00129687
5.20620e-06,0.00528125,-0.000765625
5.20640e-06,0.00540625,-0.00101562
5.20660e-06,0.00473437,-0.00135937
5.20680e-06,0.005,-0.001125
5.20700e-06,0.00503125,-0.00128125
5.20720e-06,0.00585938,-0.00090625
5.20740e-06,0.0050625,-0.00125
5.20760e-06,0.00529688,-0.00104687
5.20780e-06,0.00510937,-0.00123437
5.20800e-06,0.0049375,-0.00121875
5.20820e-06,0.00532813,-0.00120312
5.20840e-06,0.00496875,-0.00101562
5.20860e-06,0.00507813,-0.00090625
5.20880e-06,0.00526563,-0.0013125
5.20900e-06,0.0046875,-0.00190625
5.20920e-06,0.00521875,-0.000828125
5.20940e-06,0.00576563,-0.00046875
5.20960e-06,0.004875,-0.00109375
5.20980e-06,0.00490625,-0.000890625
5.21000e-06,0.00501563,-0.000875
5.21020e-06,0.00554688,-0.0006875
5.21040e-06,0.004875,-0.00110937
5.21060e-06,0.00546875,-0.00120312
5.21080e-06,0.00485937,-0.00101562
5.21100e-06,0.00520313,-0.0010625
5.21120e-06,0.00503125,-0.000546875
5.21140e-06,0.00479688,-0.00096875
5.21160e-06,0.00529688,-0.0005625
5.21180e-06,0.00503125,-0.000609375
5.21200e-06,0.00526563,-0.00117187
5.21220e-06,0.005125,-0.00107812
5.21240e-06,0.00498437,-0.00135937
5.21260e-06,0.005125,-0.0009375
5.21280e-06,0.00553125,-0.00120312
5.21300e-06,0.00484375,-0.00120312
5.21320e-06,0.0051875,-0.00114062
5.21340e-06,0.00471875,-0.00121875
5.21360e-06,0.00565625,-0.000859375
5.21380e-06,0.0045,-0.00120312
5.21400e-06,0.004875,-0.000875
5.21420e-06,0.00484375,-0.00132812
5.21440e-06,0.00465625,-0.00107812
5.21460e-06,0.0049375,-0.00120312
5.21480e-06,0.0050625,-0.00065625
5.21500e-06,0.00485937,-0.000640625
5.21520e-06,0.00498437,-0.000984375
5.21540e-06,0.00453125,-0.00117187
5.21560e-06,0.0051875,-0.00075
5.21580e-06,0.00582813,-0.000546875
5.21600e-06,0.0050625,-0.00109375
5.21620e-06,0.00503125,-0.00101562
5.21640e-06,0.00498437,-0.001125
5.21660e-06,0.005625,-0.0009375
5.21680e-06,0.00475,-0.00139062
5.21700e-06,0.0053125,-0.00121875
5.21720e-06,0.00471875,-0.0015
5.21740e-06,0.00510937,-0.001125
5.21760e-06,0.004875,-0.00120312
5.21780e-06,0.00471875,-0.00134375
5.21800e-06,0.005,-0.0011875
