Model,DPO4104
Firmware Version,2.48

Point Format,Y,,,,Point Format,Y
Horizontal Units,S,,,,Horizontal Units,Hz
Horizontal Scale,2e-06,,,,Horizontal Scale,2.5e+08
Sample Interval,2e-10,,,,Sample Interval,25000
Record Length,100000,,,,Record Length,100000
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,,Gating,0.0% to 100.0%
Probe Attenuation,1,1,1,,Probe Attenuation,1
Vertical Units,V,V,V,,Vertical Units,V
Vertical Offset,0,0,0,,Vertical Offset,0
Vertical Scale,0.1,0.1,1,,Vertical Scale,0.0005
Label,,,,,Label,
TIME,CH1,CH2,CH3,,TIME,MATH
1.68840e-06,0.00501562,1.5625e-05,0.809687,,1.44425e+09,1.17187e-06
1.68860e-06,0.00535937,0.0010625,0.815156,,1.44428e+09,1.01562e-06
1.68880e-06,0.00509375,0.000453125,0.812187,,1.44430e+09,8.59375e-07
1.68900e-06,0.005375,0.00053125,0.815,,1.44433e+09,8.59375e-07
1.68920e-06,0.00507813,0.00071875,0.818594,,1.44435e+09,8.59375e-07
1.68940e-06,0.00532813,0.000359375,0.810469,,1.44438e+09,7.8125e-07
1.68960e-06,0.0053125,9.375e-05,0.812187,,1.44440e+09,7.03125e-07
1.68980e-06,0.00532813,0.000109375,0.812187,,1.44443e+09,3.90625e-07
1.69000e-06,0.00560937,0.000765625,0.8175,,1.44445e+09,7.8125e-08
1.69020e-06,0.00482813,0.000109375,0.811406,,1.44448e+09,3.125e-07
1.69040e-06,0.00528125,0.000125,0.814688,,1.44450e+09,6.25e-07
1.69060e-06,0.0050625,0.000765625,0.817969,,1.44453e+09,5.46875e-07
1.69080e-06,0.005,0.000375,0.814375,,1.44455e+09,4.6875e-07
1.69100e-06,0.005375,0.000375,0.813125,,1.44458e+09,3.90625e-07
1.69120e-06,0.00514062,0.000140625,0.812187,,1.44460e+09,3.90625e-07
1.69140e-06,0.005625,0.000546875,0.81625,,1.44463e+09,3.90625e-07
1.69160e-06,0.0050625,0.0003125,0.816719,,1.44465e+09,3.90625e-07
1.69180e-06,0.00523437,1.5625e-05,0.809063,,1.44468e+09,3.125e-07
1.69200e-06,0.00515625,0.00034375,0.81,,1.44470e+09,2.34375e-07
1.69220e-06,0.00553125,0.00090625,0.812187,,1.44473e+09,3.90625e-07
1.69240e-06,0.00529687,0.000734375,0.814219,,1.44475e+09,6.25e-07
1.69260e-06,0.00542187,0.00071875,0.808281,,1.44478e+09,5.46875e-07
1.69280e-06,0.004875,0.00034375,0.811719,,1.44480e+09,5.46875e-07
1.69300e-06,0.005125,0.000578125,0.812812,,1.44483e+09,5.46875e-07
1.69320e-06,0.00521875,0.000390625,0.812031,,1.44485e+09,6.25e-07
1.69340e-06,0.0055625,0.00021875,0.812656,,1.44488e+09,8.59375e-07
1.69360e-06,0.0051875,-0.000109375,0.810625,,1.44490e+09,1.09375e-06
1.69380e-06,0.00525,0.00046875,0.813594,,1.44493e+09,7.03125e-07
1.69400e-06,0.00528125,0.00084375,0.814531,,1.44495e+09,3.125e-07
1.69420e-06,0.00521875,0.000546875,0.812031,,1.44498e+09,7.8125e-07
1.69440e-06,0.005375,0.00034375,0.813594,,1.44500e+09,1.32813e-06
1.69460e-06,0.00501562,0.000171875,0.810312,,1.44503e+09,1.25e-06
1.69480e-06,0.005125,-0.000265625,0.810156,,1.44505e+09,1.25e-06
1.69500e-06,0.0054375,0.00084375,0.816094,,1.44508e+09,9.375e-07
1.69520e-06,0.00517187,0.00028125,0.81375,,1.44510e+09,6.25e-07
1.69540e-06,0.0055,0.00025,0.812344,,1.44513e+09,4.6875e-07
1.69560e-06,0.00515625,0.00053125,0.815937,,1.44515e+09,3.90625e-07
1.69580e-06,0.00542187,0.00046875,0.81,,1.44518e+09,4.6875e-07
1.69600e-06,0.00525,0.000328125,0.814375,,1.44520e+09,6.25e-07
1.69620e-06,0.00540625,0.000453125,0.813437,,1.44523e+09,3.90625e-07
1.69640e-06,0.00546875,0.00071875,0.817969,,1.44525e+09,2.34375e-07
1.69660e-06,0.00479687,0.000125,0.809687,,1.44528e+09,2.34375e-07
1.69680e-06,0.00528125,0.000390625,0.814531,,1.44530e+09,2.34375e-07
1.69700e-06,0.00542187,0.000796875,0.817656,,1.44533e+09,3.125e-07
1.69720e-06,0.0049375,0.00059375,0.816094,,1.44535e+09,3.90625e-07
1.69740e-06,0.0051875,0.00040625,0.812812,,1.44538e+09,3.125e-07
1.69760e-06,0.00489062,0.000171875,0.811875,,1.44540e+09,2.34375e-07
1.69780e-06,0.00560937,0.000515625,0.814062,,1.44543e+09,4.6875e-07
1.69800e-06,0.005125,0.00034375,0.812344,,1.44545e+09,7.8125e-07
1.69820e-06,0.00515625,0.000125,0.81125,,1.44548e+09,8.59375e-07
1.69840e-06,0.00545313,0.000796875,0.811875,,1.44550e+09,9.375e-07
1.69860e-06,0.0055625,0.00096875,0.810625,,1.44553e+09,9.375e-07
1.69880e-06,0.00521875,0.00078125,0.81375,,1.44555e+09,1.01562e-06
1.69900e-06,0.00551562,0.0008125,0.814531,,1.44558e+09,1.17187e-06
1.69920e-06,0.00479687,0.00025,0.811719,,1.44560e+09,1.32813e-06
1.69940e-06,0.00542187,0.000921875,0.812969,,1.44563e+09,1.40625e-06
1.69960e-06,0.00553125,0.000578125,0.807656,,1.44565e+09,1.48437e-06
1.69980e-06,0.00564062,0.0004375,0.80875,,1.44568e+09,1.25e-06
1.70000e-06,0.00540625,0.000203125,0.811094,,1.44570e+09,1.09375e-06
1.70020e-06,0.00551562,0.000578125,0.812969,,1.44573e+09,9.375e-07
1.70040e-06,0.0055,0.000984375,0.81375,,1.44575e+09,7.8125e-07
1.70060e-06,0.00542187,0.000578125,0.812812,,1.44578e+09,1.17187e-06
1.70080e-06,0.00490625,0.000515625,0.814375,,1.44580e+09,1.64062e-06
1.70100e-06,0.00498437,0.000453125,0.814844,,1.44583e+09,1.64062e-06
1.70120e-06,0.004875,-0.000140625,0.811094,,1.44585e+09,1.64062e-06
1.70140e-06,0.00534375,0.00075,0.813594,,1.44588e+09,1.32813e-06
1.70160e-06,0.005375,0.00065625,0.812656,,1.44590e+09,1.01562e-06
1.70180e-06,0.00534375,0.000578125,0.813906,,1.44593e+09,9.375e-07
1.70200e-06,0.00545313,0.000578125,0.815937,,1.44595e+09,8.59375e-07
1.70220e-06,0.00503125,6.25e-05,0.810937,,1.44598e+09,5.46875e-07
1.70240e-06,0.00501562,0.00075,0.815156,,1.44600e+09,2.34375e-07
1.70260e-06,0.00479687,1.5625e-05,0.812187,,1.44603e+09,3.90625e-07
1.70280e-06,0.00559375,0.000765625,0.816562,,1.44605e+09,6.25e-07
1.70300e-06,0.00475,0.0001875,0.811562,,1.44608e+09,3.125e-07
1.70320e-06,0.00540625,0.000328125,0.813906,,1.44610e+09,7.8125e-08
1.70340e-06,0.0053125,0.000703125,0.817656,,1.44613e+09,5.46875e-07
1.70360e-06,0.00503125,0.000484375,0.81625,,1.44615e+09,1.01562e-06
1.70380e-06,0.00490625,0.000234375,0.813281,,1.44618e+09,1.17187e-06
1.70400e-06,0.00485937,9.375e-05,0.812812,,1.44620e+09,1.32813e-06
1.70420e-06,0.00553125,0.00065625,0.81625,,1.44623e+09,1.01562e-06
1.70440e-06,0.005,0.00028125,0.814531,,1.44625e+09,7.8125e-07
1.70460e-06,0.00545313,0.0005625,0.811875,,1.44628e+09,8.59375e-07
1.70480e-06,0.00559375,0.000546875,0.8125,,1.44630e+09,1.01562e-06
1.70500e-06,0.00548437,0.000921875,0.814375,,1.44633e+09,1.01562e-06
1.70520e-06,0.00520313,0.000671875,0.816562,,1.44635e+09,1.01562e-06
1.70540e-06,0.00521875,0.000515625,0.812969,,1.44638e+09,1.01562e-06
1.70560e-06,0.00498437,0.00040625,0.812031,,1.44640e+09,1.09375e-06
1.70580e-06,0.00528125,0.0005,0.814062,,1.44643e+09,8.59375e-07
1.70600e-06,0.00532813,0.00071875,0.814219,,1.44645e+09,7.03125e-07
1.70620e-06,0.00510937,0.0001875,0.808594,,1.44648e+09,7.8125e-07
1.70640e-06,0.00529687,0.000703125,0.814688,,1.44650e+09,8.59375e-07
1.70660e-06,0.00571875,0.00090625,0.814531,,1.44653e+09,7.03125e-07
1.70680e-06,0.005375,0.000890625,0.816094,,1.44655e+09,6.25e-07
1.70700e-06,0.00484375,0.00046875,0.812656,,1.44658e+09,6.25e-07
1.70720e-06,0.00492187,0.000390625,0.814219,,1.44660e+09,7.03125e-07
1.70740e-06,0.00490625,0.0003125,0.815469,,1.44663e+09,5.46875e-07
1.70760e-06,0.00514062,0.000203125,0.8125,,1.44665e+09,3.90625e-07
1.70780e-06,0.005375,0.000875,0.817656,,1.44668e+09,3.90625e-07
1.70800e-06,0.00546875,0.000640625,0.817969,,1.44670e+09,3.90625e-07
1.70820e-06,0.00542187,0.0004375,0.815,,1.44673e+09,3.125e-07
1.70840e-06,0.00539062,0.000796875,0.8175,,1.44675e+09,2.34375e-07
1.70860e-06,0.00529687,0.00025,0.812031,,1.44678e+09,1.5625e-07
1.70880e-06,0.00528125,0.00015625,0.812969,,1.44680e+09,1.5625e-07
1.70900e-06,0.00551562,0.000328125,0.814531,,1.44683e+09,1.5625e-07
1.70920e-06,0.00554687,0.000875,0.816094,,1.44685e+09,2.34375e-07
1.70940e-06,0.00471875,0.000125,0.810625,,1.44688e+09,4.6875e-07
1.70960e-06,0.00510937,0.000359375,0.817031,,1.44690e+09,7.03125e-07
1.70980e-06,0.0053125,0.000703125,0.818594,,1.44693e+09,7.8125e-07
1.71000e-06,0.00503125,0.00053125,0.817187,,1.44695e+09,8.59375e-07
1.71020e-06,0.00504687,0.0004375,0.813281,,1.44698e+09,6.25e-07
1.71040e-06,0.0048125,-4.6875e-05,0.814531,,1.44700e+09,3.90625e-07
1.71060e-06,0.0056875,0.0008125,0.817031,,1.44703e+09,6.25e-07
1.71080e-06,0.0050625,0.000421875,0.814375,,1.44705e+09,8.59375e-07
1.71100e-06,0.00517187,0.000640625,0.81,,1.44708e+09,1.25e-06
1.71120e-06,0.0053125,0.000703125,0.815625,,1.44710e+09,1.71875e-06
1.71140e-06,0.00535937,0.00075,0.814375,,1.44713e+09,1.25e-06
1.71160e-06,0.00540625,0.000984375,0.815625,,1.44715e+09,7.8125e-07
1.71180e-06,0.00551562,0.00103125,0.812969,,1.44718e+09,6.25e-07
1.71200e-06,0.00473437,0.000390625,0.811562,,1.44720e+09,4.6875e-07
1.71220e-06,0.00525,0.00096875,0.815312,,1.44723e+09,4.6875e-07
1.71240e-06,0.00564062,0.00101563,0.811406,,1.44725e+09,5.46875e-07
1.71260e-06,0.00534375,0.000796875,0.809687,,1.44728e+09,6.25e-07
1.71280e-06,0.00514062,0.0004375,0.814531,,1.44730e+09,7.8125e-07
1.71300e-06,0.00554687,0.00101563,0.814219,,1.44733e+09,5.46875e-07
1.71320e-06,0.00532813,0.000875,0.816094,,1.44735e+09,3.90625e-07
1.71340e-06,0.00532813,0.000765625,0.816094,,1.44738e+09,6.25e-07
1.71360e-06,0.0051875,0.0005,0.814688,,1.44740e+09,8.59375e-07
1.71380e-06,0.00532813,0.00034375,0.814375,,1.44743e+09,9.375e-07
1.71400e-06,0.0054375,9.375e-05,0.810625,,1.44745e+09,1.09375e-06
1.71420e-06,0.00529687,0.000734375,0.815312,,1.44748e+09,7.03125e-07
1.71440e-06,0.00529687,0.000640625,0.818281,,1.44750e+09,3.125e-07
1.71460e-06,0.005375,0.000578125,0.814375,,1.44753e+09,3.90625e-07
1.71480e-06,0.00548437,0.000609375,0.816719,,1.44755e+09,5.46875e-07
1.71500e-06,0.00535937,0.00034375,0.812187,,1.44758e+09,7.03125e-07
1.71520e-06,0.00540625,0.000796875,0.814844,,1.44760e+09,9.375e-07
1.71540e-06,0.00457813,0.000140625,0.812812,,1.44763e+09,8.59375e-07
1.71560e-06,0.00542187,0.00101563,0.8175,,1.44765e+09,7.8125e-07
1.71580e-06,0.00492187,0.000203125,0.811562,,1.44768e+09,5.46875e-07
1.71600e-06,0.0054375,0.000515625,0.815625,,1.44770e+09,3.90625e-07
1.71620e-06,0.00548437,0.0005625,0.817344,,1.44773e+09,3.90625e-07
1.71640e-06,0.0049375,0.000734375,0.818594,,1.44775e+09,4.6875e-07
1.71660e-06,0.00476562,0.00025,0.812344,,1.44778e+09,7.03125e-07
1.71680e-06,0.00473437,0.000171875,0.814688,,1.44780e+09,1.01562e-06
1.71700e-06,0.00557813,0.000875,0.817187,,1.44783e+09,8.59375e-07
1.71720e-06,0.00532813,0.000328125,0.814531,,1.44785e+09,7.03125e-07
1.71740e-06,0.00526562,0.00053125,0.814375,,1.44788e+09,5.46875e-07
1.71760e-06,0.0055625,0.000953125,0.816875,,1.44790e+09,4.6875e-07
1.71780e-06,0.0054375,0.0006875,0.817344,,1.44793e+09,3.90625e-07
1.71800e-06,0.00525,0.00059375,0.816875,,1.44795e+09,3.125e-07
1.71820e-06,0.00532813,0.0006875,0.815469,,1.44798e+09,3.90625e-07
1.71840e-06,0.00501562,0.000375,0.812812,,1.44800e+09,5.46875e-07
1.71860e-06,0.00553125,0.000875,0.81625,,1.44803e+09,4.6875e-07
1.71880e-06,0.00553125,0.0006875,0.814844,,1.44805e+09,4.6875e-07
1.71900e-06,0.00535937,0.000734375,0.812812,,1.44808e+09,3.125e-07
1.71920e-06,0.00529687,0.00059375,0.810625,,1.44810e+09,2.34375e-07
1.71940e-06,0.00567187,0.00107813,0.814375,,1.44813e+09,4.6875e-07
1.71960e-06,0.00528125,0.000890625,0.816406,,1.44815e+09,7.8125e-07
1.71980e-06,0.00523437,0.00053125,0.81375,,1.44818e+09,9.375e-07
1.72000e-06,0.00540625,0.000375,0.815937,,1.44820e+09,1.09375e-06
1.72020e-06,0.00489062,0.000171875,0.812187,,1.44823e+09,7.8125e-07
1.72040e-06,0.00517187,0.0003125,0.811406,,1.44825e+09,5.46875e-07
1.72060e-06,0.00534375,0.00103125,0.815,,1.44828e+09,4.6875e-07
1.72080e-06,0.00534375,0.000734375,0.817812,,1.44830e+09,3.90625e-07
1.72100e-06,0.00509375,0.000453125,0.812656,,1.44833e+09,3.125e-07
1.72120e-06,0.00539062,0.000578125,0.819375,,1.44835e+09,3.125e-07
1.72140e-06,0.00528125,0.000375,0.812812,,1.44838e+09,6.25e-07
1.72160e-06,0.00539062,0.00078125,0.814375,,1.44840e+09,1.01562e-06
1.72180e-06,0.00475,0.000265625,0.811719,,1.44843e+09,1.09375e-06
1.72200e-06,0.00548437,0.000796875,0.814062,,1.44845e+09,1.17187e-06
1.72220e-06,0.0046875,0.0003125,0.810625,,1.44848e+09,1.01562e-06
1.72240e-06,0.00503125,0.0005625,0.815312,,1.44850e+09,8.59375e-07
1.72260e-06,0.005375,0.000703125,0.818281,,1.44853e+09,9.375e-07
1.72280e-06,0.00507813,0.00059375,0.817187,,1.44855e+09,1.09375e-06
1.72300e-06,0.00509375,0.000328125,0.816719,,1.44858e+09,1.17187e-06
1.72320e-06,0.00504687,9.375e-05,0.812031,,1.44860e+09,1.25e-06
1.72340e-06,0.00571875,0.00071875,0.815312,,1.44863e+09,1.09375e-06
1.72360e-06,0.00548437,0.000671875,0.81375,,1.44865e+09,1.01562e-06
1.72380e-06,0.005375,0.000609375,0.812187,,1.44868e+09,6.25e-07
1.72400e-06,0.00559375,0.00071875,0.81125,,1.44870e+09,3.125e-07
1.72420e-06,0.00553125,0.00084375,0.812969,,1.44873e+09,6.25e-07
1.72440e-06,0.00507813,0.000578125,0.815781,,1.44875e+09,1.01562e-06
1.72460e-06,0.00559375,0.000796875,0.813437,,1.44878e+09,7.8125e-07
1.72480e-06,0.00539062,0.000546875,0.8125,,1.44880e+09,6.25e-07
1.72500e-06,0.00571875,0.0009375,0.813437,,1.44883e+09,8.59375e-07
1.72520e-06,0.00529687,0.00065625,0.81,,1.44885e+09,1.17187e-06
1.72540e-06,0.005375,0.000859375,0.811406,,1.44888e+09,1.01562e-06
1.72560e-06,0.00521875,7.8125e-05,0.807969,,1.44890e+09,8.59375e-07
1.72580e-06,0.0055625,0.00084375,0.813437,,1.44893e+09,7.8125e-07
1.72600e-06,0.0056875,0.00084375,0.816406,,1.44895e+09,7.03125e-07
1.72620e-06,0.00551562,0.000546875,0.815312,,1.44898e+09,8.59375e-07
1.72640e-06,0.00517187,0.0003125,0.81375,,1.44900e+09,1.01562e-06
1.72660e-06,0.00517187,0.000265625,0.813594,,1.44903e+09,1.09375e-06
1.72680e-06,0.00504687,9.375e-05,0.812187,,1.44905e+09,1.17187e-06
1.72700e-06,0.00546875,0.00084375,0.814844,,1.44908e+09,1.17187e-06
1.72720e-06,0.00507813,0.000671875,0.815937,,1.44910e+09,1.25e-06
1.72740e-06,0.005125,0.000546875,0.814375,,1.44913e+09,7.8125e-07
1.72760e-06,0.00539062,0.00084375,0.817344,,1.44915e+09,3.90625e-07
1.72780e-06,0.00540625,0.00034375,0.81375,,1.44918e+09,7.8125e-07
1.72800e-06,0.00526562,0.000578125,0.815781,,1.44920e+09,1.17187e-06
1.72820e-06,0.005125,0.00025,0.811719,,1.44923e+09,1.32813e-06
1.72840e-06,0.00557813,0.0008125,0.812187,,1.44925e+09,1.48437e-06
1.72860e-06,0.0048125,9.375e-05,0.810156,,1.44928e+09,1.48437e-06
1.72880e-06,0.00529687,0.00046875,0.81625,,1.44930e+09,1.48437e-06
1.72900e-06,0.00539062,0.000640625,0.817344,,1.44933e+09,1.48437e-06
1.72920e-06,0.00504687,0.00046875,0.815,,1.44935e+09,1.48437e-06
1.72940e-06,0.00525,0.00021875,0.811562,,1.44938e+09,1.01562e-06
1.72960e-06,0.005,0.000109375,0.814688,,1.44940e+09,6.25e-07
1.72980e-06,0.0055,0.000125,0.81625,,1.44943e+09,8.59375e-07
1.73000e-06,0.005625,0.000453125,0.814219,,1.44945e+09,1.09375e-06
1.73020e-06,0.00559375,0.000734375,0.810781,,1.44948e+09,1.01562e-06
1.73040e-06,0.005625,0.001125,0.812812,,1.44950e+09,1.01562e-06
1.73060e-06,0.00571875,0.00104688,0.813594,,1.44953e+09,8.59375e-07
1.73080e-06,0.00526562,0.000796875,0.815,,1.44955e+09,7.8125e-07
1.73100e-06,0.00507813,0.000484375,0.810781,,1.44958e+09,9.375e-07
1.73120e-06,0.005375,-4.6875e-05,0.810937,,1.44960e+09,1.09375e-06
1.73140e-06,0.0054375,0.00096875,0.81625,,1.44963e+09,1.01562e-06
1.73160e-06,0.005375,0.000859375,0.810781,,1.44965e+09,9.375e-07
1.73180e-06,0.00504687,0.00046875,0.812656,,1.44968e+09,7.8125e-07
1.73200e-06,0.00507813,0,0.811562,,1.44970e+09,6.25e-07
1.73220e-06,0.0055,0.000765625,0.814062,,1.44973e+09,7.8125e-07
1.73240e-06,0.00553125,0.000859375,0.818281,,1.44975e+09,1.01562e-06
1.73260e-06,0.00507813,0.000703125,0.813594,,1.44978e+09,7.8125e-07
1.73280e-06,0.0051875,0.0005,0.812969,,1.44980e+09,5.46875e-07
1.73300e-06,0.0053125,0.000265625,0.813281,,1.44983e+09,5.46875e-07
1.73320e-06,0.0050625,0.0003125,0.810781,,1.44985e+09,5.46875e-07
1.73340e-06,0.00546875,0.00104688,0.818281,,1.44988e+09,5.46875e-07
1.73360e-06,0.00545313,0.000625,0.815156,,1.44990e+09,5.46875e-07
1.73380e-06,0.00510937,0.0005625,0.813906,,1.44993e+09,5.46875e-07
1.73400e-06,0.005,0.000921875,0.816719,,1.44995e+09,6.25e-07
1.73420e-06,0.00542187,0.00065625,0.812344,,1.44998e+09,5.46875e-07
1.73440e-06,0.00529687,0.00040625,0.816406,,1.45000e+09,5.46875e-07
1.73460e-06,0.0053125,0.00028125,0.813437,,1.45003e+09,8.59375e-07
1.73480e-06,0.00559375,0.0009375,0.813437,,1.45005e+09,1.25e-06
1.73500e-06,0.00498437,0.000375,0.809531,,1.45008e+09,1.32813e-06
1.73520e-06,0.00545313,0.00075,0.816719,,1.45010e+09,1.48437e-06
1.73540e-06,0.00517187,0.000671875,0.817812,,1.45013e+09,1.40625e-06
1.73560e-06,0.00514062,0.0004375,0.817656,,1.45015e+09,1.40625e-06
1.73580e-06,0.00501562,0.000390625,0.812031,,1.45018e+09,1.09375e-06
1.73600e-06,0.00495313,0.00034375,0.814844,,1.45020e+09,8.59375e-07
1.73620e-06,0.00565625,0.00071875,0.816094,,1.45023e+09,7.8125e-07
1.73640e-06,0.00557813,0.00015625,0.812969,,1.45025e+09,7.8125e-07
1.73660e-06,0.00545313,0.000671875,0.814062,,1.45028e+09,8.59375e-07
1.73680e-06,0.0055,0.000640625,0.814062,,1.45030e+09,1.01562e-06
1.73700e-06,0.0054375,0.000859375,0.814375,,1.45033e+09,1.09375e-06
1.73720e-06,0.005125,0.00040625,0.81125,,1.45035e+09,1.17187e-06
1.73740e-06,0.00560937,0.000921875,0.815781,,1.45038e+09,1.32813e-06
1.73760e-06,0.00539062,0.000234375,0.812969,,1.45040e+09,1.5625e-06
1.73780e-06,0.0051875,0.000828125,0.815469,,1.45043e+09,1.48437e-06
1.73800e-06,0.00523437,0.000703125,0.809063,,1.45045e+09,1.40625e-06
1.73820e-06,0.00528125,0.00090625,0.812187,,1.45048e+09,1.01562e-06
1.73840e-06,0.00526562,3.125e-05,0.81,,1.45050e+09,7.03125e-07
1.73860e-06,0.00560937,0.00104688,0.813437,,1.45053e+09,7.03125e-07
1.73880e-06,0.00526562,0.000734375,0.815469,,1.45055e+09,7.03125e-07
1.73900e-06,0.00540625,0.00078125,0.81125,,1.45058e+09,8.59375e-07
1.73920e-06,0.00540625,0.000359375,0.8125,,1.45060e+09,1.01562e-06
1.73940e-06,0.00520313,0.000421875,0.813281,,1.45063e+09,8.59375e-07
1.73960e-06,0.00490625,0.000203125,0.814688,,1.45065e+09,7.8125e-07
1.73980e-06,0.005375,0.000875,0.816406,,1.45068e+09,7.8125e-07
1.74000e-06,0.00523437,0.000640625,0.814844,,1.45070e+09,8.59375e-07
1.74020e-06,0.00571875,0.000578125,0.814219,,1.45073e+09,1.09375e-06
1.74040e-06,0.00553125,0.00104688,0.818125,,1.45075e+09,1.40625e-06
1.74060e-06,0.00515625,0.0005625,0.809375,,1.45078e+09,1.5625e-06
1.74080e-06,0.00526562,0.000125,0.812187,,1.45080e+09,1.71875e-06
1.74100e-06,0.00554687,0.000359375,0.812969,,1.45083e+09,1.71875e-06
1.74120e-06,0.00548437,0.0009375,0.816562,,1.45085e+09,1.71875e-06
1.74140e-06,0.00484375,0.00059375,0.811875,,1.45088e+09,1.64062e-06
1.74160e-06,0.00551562,0.000296875,0.815,,1.45090e+09,1.5625e-06
1.74180e-06,0.00529687,0.00096875,0.8175,,1.45093e+09,1.25e-06
1.74200e-06,0.005,0.00053125,0.817656,,1.45095e+09,9.375e-07
1.74220e-06,0.00542187,0.00034375,0.814062,,1.45098e+09,7.8125e-07
1.74240e-06,0.00503125,0.000265625,0.813906,,1.45100e+09,6.25e-07
1.74260e-06,0.00557813,0.00053125,0.814375,,1.45103e+09,6.25e-07
1.74280e-06,0.0055,0.000453125,0.814219,,1.45105e+09,6.25e-07
1.74300e-06,0.0054375,0.00059375,0.810469,,1.45108e+09,3.90625e-07
1.74320e-06,0.00546875,0.00078125,0.812187,,1.45110e+09,1.5625e-07
1.74340e-06,0.0055625,0.001,0.815469,,1.45113e+09,3.90625e-07
1.74360e-06,0.00523437,0.00065625,0.810781,,1.45115e+09,6.25e-07
1.74380e-06,0.00553125,0.0009375,0.812656,,1.45118e+09,6.25e-07
1.74400e-06,0.00517187,0.000375,0.811562,,1.45120e+09,6.25e-07
1.74420e-06,0.0055,0.00096875,0.815781,,1.45123e+09,6.25e-07
1.74440e-06,0.00571875,0.000671875,0.808281,,1.45125e+09,7.03125e-07
1.74460e-06,0.00534375,0.000515625,0.809687,,1.45128e+09,4.6875e-07
1.74480e-06,0.005375,6.25e-05,0.810937,,1.45130e+09,3.125e-07
1.74500e-06,0.00529687,0.000765625,0.812969,,1.45133e+09,3.125e-07
1.74520e-06,0.0055625,0.0011875,0.813594,,1.45135e+09,3.125e-07
1.74540e-06,0.00546875,0.000734375,0.81125,,1.45138e+09,5.46875e-07
1.74560e-06,0.00545313,0.000390625,0.812969,,1.45140e+09,7.8125e-07
1.74580e-06,0.00554687,0.00034375,0.812656,,1.45143e+09,1.17187e-06
1.74600e-06,0.00503125,0.000203125,0.810156,,1.45145e+09,1.5625e-06
1.74620e-06,0.00539062,0.000671875,0.815625,,1.45148e+09,1.64062e-06
1.74640e-06,0.00542187,0.000765625,0.811719,,1.45150e+09,1.71875e-06
1.74660e-06,0.005375,0.00046875,0.812187,,1.45153e+09,1.25e-06
1.74680e-06,0.0054375,0.000765625,0.816719,,1.45155e+09,8.59375e-07
1.74700e-06,0.00557813,0.00053125,0.810937,,1.45158e+09,6.25e-07
1.74720e-06,0.005375,0.000640625,0.815156,,1.45160e+09,3.90625e-07
1.74740e-06,0.00545313,0.000390625,0.814375,,1.45163e+09,5.46875e-07
1.74760e-06,0.00546875,0.000390625,0.81375,,1.45165e+09,7.03125e-07
1.74780e-06,0.00495313,0.00025,0.810781,,1.45168e+09,6.25e-07
1.74800e-06,0.00515625,0.000375,0.814688,,1.45170e+09,6.25e-07
1.74820e-06,0.005375,0.00084375,0.817812,,1.45173e+09,8.59375e-07
1.74840e-06,0.00484375,0.000453125,0.817344,,1.45175e+09,1.17187e-06
1.74860e-06,0.00529687,0.000234375,0.809531,,1.45178e+09,7.8125e-07
1.74880e-06,0.00501562,-0.00015625,0.812812,,1.45180e+09,4.6875e-07
1.74900e-06,0.0055,0.0003125,0.815625,,1.45183e+09,1.17187e-06
1.74920e-06,0.00554687,0.000296875,0.814844,,1.45185e+09,1.95312e-06
1.74940e-06,0.00532813,0.000203125,0.811406,,1.45188e+09,2.10937e-06
1.74960e-06,0.00535937,0.000703125,0.8125,,1.45190e+09,2.34375e-06
1.74980e-06,0.00575,0.00078125,0.816094,,1.45193e+09,1.95312e-06
1.75000e-06,0.00529687,0.00075,0.81,,1.45195e+09,1.64062e-06
1.75020e-06,0.0054375,0.00109375,0.812656,,1.45198e+09,1.5625e-06
1.75040e-06,0.00498437,0.00034375,0.809375,,1.45200e+09,1.5625e-06
1.75060e-06,0.0055,0.000875,0.815,,1.45203e+09,1.17187e-06
1.75080e-06,0.00546875,0.0005,0.810781,,1.45205e+09,7.8125e-07
1.75100e-06,0.00534375,0.00046875,0.811875,,1.45208e+09,7.03125e-07
1.75120e-06,0.00525,0.0004375,0.813125,,1.45210e+09,6.25e-07
1.75140e-06,0.00560937,0.00078125,0.81375,,1.45213e+09,7.03125e-07
1.75160e-06,0.00564062,0.000828125,0.815625,,1.45215e+09,7.8125e-07
1.75180e-06,0.00526562,0.00078125,0.811875,,1.45218e+09,6.25e-07
1.75200e-06,0.00507813,0.000453125,0.814688,,1.45220e+09,4.6875e-07
1.75220e-06,0.00559375,0.000296875,0.814844,,1.45223e+09,3.125e-07
1.75240e-06,0.00521875,1.5625e-05,0.810469,,1.45225e+09,2.34375e-07
1.75260e-06,0.00540625,0.000578125,0.814531,,1.45228e+09,6.25e-07
1.75280e-06,0.005375,0.000734375,0.815156,,1.45230e+09,1.01562e-06
1.75300e-06,0.00526562,0.00059375,0.812969,,1.45233e+09,1.17187e-06
1.75320e-06,0.00539062,0.000453125,0.816094,,1.45235e+09,1.40625e-06
1.75340e-06,0.00517187,6.25e-05,0.808906,,1.45238e+09,1.40625e-06
1.75360e-06,0.00529687,0.000578125,0.810781,,1.45240e+09,1.40625e-06
1.75380e-06,0.00501562,0.0001875,0.811094,,1.45243e+09,1.17187e-06
1.75400e-06,0.0055,0.000984375,0.817187,,1.45245e+09,1.01562e-06
