Model,DPO4104
Firmware Version,2.48

Point Format,Y,,
Horizontal Units,S,,
Horizontal Scale,2e-06,,
Sample Interval,2e-10,,
Record Length,100000,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,0.1,0.1,1
Label,,,
TIME,CH1,CH2,CH3
-1.30680e-06,0.00470313,0.000203125,0.818437
-1.30660e-06,0.004875,6.25e-05,0.818906
-1.30640e-06,0.00482813,1.5625e-05,0.812969
-1.30620e-06,0.00517187,0.000453125,0.823125
-1.30600e-06,0.00464062,-0.000140625,0.815781
-1.30580e-06,0.00457813,-3.125e-05,0.820312
-1.30560e-06,0.0046875,6.25e-05,0.815625
-1.30540e-06,0.004875,1.5625e-05,0.815937
-1.30520e-06,0.00503125,0.000296875,0.816094
-1.30500e-06,0.00451562,-0.000359375,0.814219
-1.30480e-06,0.00464062,-9.375e-05,0.814219
-1.30460e-06,0.00492187,0.0001875,0.817812
-1.30440e-06,0.00471875,0,0.816094
-1.30420e-06,0.00471875,0.0003125,0.81625
-1.30400e-06,0.00459375,-0.0003125,0.810312
-1.30380e-06,0.0049375,9.375e-05,0.820781
-1.30360e-06,0.00476562,0.000140625,0.8175
-1.30340e-06,0.00482813,-0.000265625,0.8125
-1.30320e-06,0.00498437,0.000609375,0.814844
-1.30300e-06,0.00459375,0.00021875,0.818906
-1.30280e-06,0.00507813,0.000609375,0.820781
-1.30260e-06,0.00478125,-4.6875e-05,0.810469
-1.30240e-06,0.00484375,-0.000234375,0.813906
-1.30220e-06,0.00470313,-0.000140625,0.816562
-1.30200e-06,0.00478125,-3.125e-05,0.812812
-1.30180e-06,0.0045625,0.000140625,0.81625
-1.30160e-06,0.00471875,0.00025,0.815156
-1.30140e-06,0.0048125,0.00071875,0.819063
-1.30120e-06,0.00459375,-4.6875e-05,0.816562
-1.30100e-06,0.00378125,-0.000875,0.811875
-1.30080e-06,0.00490625,-0.000140625,0.814062
-1.30060e-06,0.00535937,0.000578125,0.82375
-1.30040e-06,0.00457813,0.0001875,0.816875
-1.30020e-06,0.00495313,0.00025,0.817344
-1.30000e-06,0.00492187,4.6875e-05,0.813437
-1.29980e-06,0.00517187,0.000609375,0.824688
-1.29960e-06,0.0044375,-9.375e-05,0.811719
-1.29940e-06,0.0046875,7.8125e-05,0.81875
-1.29920e-06,0.00434375,3.125e-05,0.813281
-1.29900e-06,0.004375,-0.00021875,0.816562
-1.29880e-06,0.00504687,0.000140625,0.817187
-1.29860e-06,0.00451562,-0.000125,0.816094
-1.29840e-06,0.0046875,0.000203125,0.813906
-1.29820e-06,0.0046875,0.000125,0.817031
-1.29800e-06,0.0046875,0.000125,0.814531
-1.29780e-06,0.004875,0.000265625,0.817656
-1.29760e-06,0.00475,-0.00028125,0.812656
-1.29740e-06,0.005125,0.000171875,0.818906
-1.29720e-06,0.00485937,0.000328125,0.81625
-1.29700e-06,0.0046875,-0.00015625,0.812812
-1.29680e-06,0.005125,0.000453125,0.815312
-1.29660e-06,0.0044375,0.000203125,0.81625
-1.29640e-06,0.00482813,0.000515625,0.820625
-1.29620e-06,0.00476562,-1.5625e-05,0.809687
-1.29600e-06,0.00498437,0.000296875,0.814844
-1.29580e-06,0.00465625,-0.000234375,0.816094
-1.29560e-06,0.005,0.000265625,0.81375
-1.29540e-06,0.00473437,0.00021875,0.816875
-1.29520e-06,0.00457813,0.000109375,0.814219
-1.29500e-06,0.00495313,7.8125e-05,0.818437
-1.29480e-06,0.00475,6.25e-05,0.814531
-1.29460e-06,0.00423437,-0.00065625,0.811562
-1.29440e-06,0.0049375,-0.00015625,0.814219
-1.29420e-06,0.00554687,0.00059375,0.82375
-1.29400e-06,0.00475,1.5625e-05,0.817812
-1.29380e-06,0.00504687,0.00025,0.816406
-1.29360e-06,0.00464062,0.000203125,0.814219
-1.29340e-06,0.00509375,0.000453125,0.825156
-1.29320e-06,0.00457813,0.000171875,0.811562
-1.29300e-06,0.00482813,7.8125e-05,0.820156
-1.29280e-06,0.00464062,-0.0001875,0.811875
-1.29260e-06,0.00471875,-3.125e-05,0.814062
-1.29240e-06,0.00510937,0.000390625,0.814844
-1.29220e-06,0.00479687,-0.000203125,0.817187
-1.29200e-06,0.0049375,0.0001875,0.81625
-1.29180e-06,0.00529687,0.000375,0.818594
-1.29160e-06,0.00485937,0.000265625,0.813906
-1.29140e-06,0.00478125,0.00040625,0.816719
-1.29120e-06,0.00426562,-0.000171875,0.813594
-1.29100e-06,0.00479687,3.125e-05,0.817969
-1.29080e-06,0.00489062,0.000171875,0.819219
-1.29060e-06,0.004875,-0.000296875,0.812656
-1.29040e-06,0.00495313,1.5625e-05,0.812969
-1.29020e-06,0.00453125,3.125e-05,0.815625
-1.29000e-06,0.004875,0.000453125,0.821562
-1.28980e-06,0.0048125,-0.00021875,0.810312
-1.28960e-06,0.00496875,0.00021875,0.815469
-1.28940e-06,0.004625,-0.000203125,0.814688
-1.28920e-06,0.00482813,9.375e-05,0.812969
-1.28900e-06,0.00451562,0.000140625,0.815937
-1.28880e-06,0.00445313,4.6875e-05,0.815469
-1.28860e-06,0.004875,6.25e-05,0.819219
-1.28840e-06,0.00471875,-1.5625e-05,0.814219
-1.28820e-06,0.00426562,-0.000703125,0.812344
-1.28800e-06,0.00495313,0.000328125,0.815937
-1.28780e-06,0.005125,0.00053125,0.823906
-1.28760e-06,0.0044375,-0.000109375,0.813281
-1.28740e-06,0.00478125,0.000171875,0.815
-1.28720e-06,0.00465625,3.125e-05,0.814531
-1.28700e-06,0.0051875,0.000453125,0.825
-1.28680e-06,0.00442187,-0.000265625,0.814062
-1.28660e-06,0.00479687,-1.5625e-05,0.817969
-1.28640e-06,0.00440625,-0.000109375,0.814531
-1.28620e-06,0.00475,-3.125e-05,0.813906
-1.28600e-06,0.00501562,0.000234375,0.816094
-1.28580e-06,0.00409375,-0.000125,0.81375
-1.28560e-06,0.005,0.00034375,0.816875
-1.28540e-06,0.00498437,0.000140625,0.816719
-1.28520e-06,0.0048125,0.000453125,0.814375
-1.28500e-06,0.00478125,0.000203125,0.817031
-1.28480e-06,0.0046875,-0.00028125,0.813125
-1.28460e-06,0.00504687,-3.125e-05,0.818437
-1.28440e-06,0.00470313,0.000203125,0.818437
-1.28420e-06,0.00501562,4.6875e-05,0.812656
-1.28400e-06,0.004875,7.8125e-05,0.814219
-1.28380e-06,0.00435937,0.000140625,0.815156
-1.28360e-06,0.00498437,0.000796875,0.82125
-1.28340e-06,0.0048125,0.000234375,0.815937
-1.28320e-06,0.004875,3.125e-05,0.813906
-1.28300e-06,0.00484375,-0.0003125,0.815312
-1.28280e-06,0.00484375,-0.00015625,0.814688
-1.28260e-06,0.0045625,0,0.817031
-1.28240e-06,0.0046875,0.000203125,0.816094
-1.28220e-06,0.00465625,0.00021875,0.820156
-1.28200e-06,0.0045,0.000109375,0.816094
-1.28180e-06,0.00395313,-0.000375,0.811094
-1.28160e-06,0.00479687,7.8125e-05,0.816406
-1.28140e-06,0.00501562,0.00059375,0.825312
-1.28120e-06,0.00484375,0.00028125,0.817031
-1.28100e-06,0.00479687,-1.5625e-05,0.816094
-1.28080e-06,0.00479687,-3.125e-05,0.814062
-1.28060e-06,0.00495313,0.000671875,0.824531
-1.28040e-06,0.00428125,-0.000375,0.811562
-1.28020e-06,0.00470313,0.000140625,0.819063
-1.28000e-06,0.00465625,3.125e-05,0.813906
-1.27980e-06,0.0045625,-1.5625e-05,0.815781
-1.27960e-06,0.00479687,0.00025,0.815625
-1.27940e-06,0.00459375,-0.00025,0.812812
-1.27920e-06,0.0049375,0.000109375,0.816094
-1.27900e-06,0.00503125,0.000171875,0.817969
-1.27880e-06,0.00465625,-3.125e-05,0.815
-1.27860e-06,0.00464062,4.6875e-05,0.815937
-1.27840e-06,0.00473437,-0.000296875,0.814375
-1.27820e-06,0.00492187,0.000140625,0.82
-1.27800e-06,0.00479687,0.00046875,0.819687
-1.27780e-06,0.00467187,1.5625e-05,0.813281
-1.27760e-06,0.0050625,0,0.81375
-1.27740e-06,0.00464062,-0.0005,0.812812
-1.27720e-06,0.00496875,0.000640625,0.821406
-1.27700e-06,0.00479687,0.000171875,0.816562
-1.27680e-06,0.00482813,0.000125,0.814844
-1.27660e-06,0.004625,-0.000109375,0.814062
-1.27640e-06,0.0045625,-0.000125,0.813437
-1.27620e-06,0.00470313,-9.375e-05,0.816406
-1.27600e-06,0.0048125,0.00021875,0.813281
-1.27580e-06,0.00495313,-3.125e-05,0.817031
-1.27560e-06,0.00467187,-0.00025,0.815312
-1.27540e-06,0.00407813,-0.000359375,0.8125
-1.27520e-06,0.00496875,0.00021875,0.814688
-1.27500e-06,0.00514062,0.000765625,0.825
-1.27480e-06,0.004625,-0.000109375,0.818281
-1.27460e-06,0.004875,1.5625e-05,0.816875
-1.27440e-06,0.00467187,-0.0001875,0.813125
-1.27420e-06,0.00514062,0.000515625,0.82375
-1.27400e-06,0.00435937,-0.000109375,0.812031
-1.27380e-06,0.00470313,0.000125,0.81875
-1.27360e-06,0.0045625,-4.6875e-05,0.815156
-1.27340e-06,0.00501562,-9.375e-05,0.816719
-1.27320e-06,0.00507813,0.000234375,0.81625
-1.27300e-06,0.00476562,-0.000125,0.814062
-1.27280e-06,0.00492187,0.00021875,0.816719
-1.27260e-06,0.0053125,0.000359375,0.816562
-1.27240e-06,0.00492187,0.0001875,0.815
-1.27220e-06,0.00476562,0.00021875,0.817187
-1.27200e-06,0.00460937,-6.25e-05,0.814062
-1.27180e-06,0.00501562,0.000140625,0.819375
-1.27160e-06,0.00496875,0.000484375,0.819687
-1.27140e-06,0.00465625,-0.000125,0.813281
-1.27120e-06,0.00498437,6.25e-05,0.814219
-1.27100e-06,0.00460937,-0.000515625,0.814844
-1.27080e-06,0.00503125,0.000546875,0.820781
-1.27060e-06,0.004625,-0.000265625,0.816406
-1.27040e-06,0.004875,4.6875e-05,0.815625
-1.27020e-06,0.00460937,-6.25e-05,0.817812
-1.27000e-06,0.00470313,-1.5625e-05,0.815469
-1.26980e-06,0.00475,-0.00028125,0.817187
-1.26960e-06,0.00465625,0.000109375,0.81625
-1.26940e-06,0.00501562,1.5625e-05,0.817656
-1.26920e-06,0.00464062,4.6875e-05,0.814219
-1.26900e-06,0.0040625,-0.00065625,0.811562
-1.26880e-06,0.0049375,-0.000171875,0.814375
-1.26860e-06,0.0053125,0.0005,0.823594
-1.26840e-06,0.00475,9.375e-05,0.816094
-1.26820e-06,0.0046875,4.6875e-05,0.816719
-1.26800e-06,0.00476562,-0.0001875,0.811094
-1.26780e-06,0.00520313,0.00059375,0.824688
-1.26760e-06,0.0045625,4.6875e-05,0.812812
-1.26740e-06,0.00467187,0.000140625,0.818437
-1.26720e-06,0.00453125,0.00028125,0.814375
-1.26700e-06,0.00484375,-1.5625e-05,0.815
-1.26680e-06,0.005,0.00015625,0.815625
-1.26660e-06,0.00454687,-0.000203125,0.815469
-1.26640e-06,0.00482813,-1.5625e-05,0.814375
-1.26620e-06,0.00526562,9.375e-05,0.814531
-1.26600e-06,0.00485937,0.00025,0.813281
-1.26580e-06,0.00489062,0.000125,0.815781
-1.26560e-06,0.0045625,-0.00025,0.813437
-1.26540e-06,0.00495313,0.00025,0.819063
-1.26520e-06,0.00503125,0.000515625,0.819531
-1.26500e-06,0.00457813,-9.375e-05,0.815156
-1.26480e-06,0.00490625,0.0001875,0.817344
-1.26460e-06,0.00446875,0.000203125,0.815625
-1.26440e-06,0.004875,0.000671875,0.823281
-1.26420e-06,0.0045,9.375e-05,0.817031
-1.26400e-06,0.00476562,6.25e-05,0.81875
-1.26380e-06,0.0045625,-0.000203125,0.814844
-1.26360e-06,0.00492187,1.5625e-05,0.813437
-1.26340e-06,0.00492187,0.000296875,0.817031
-1.26320e-06,0.00495313,0.00028125,0.819063
-1.26300e-06,0.00514062,1.5625e-05,0.820156
-1.26280e-06,0.00475,-0.000109375,0.81625
-1.26260e-06,0.00382813,-0.000578125,0.813125
-1.26240e-06,0.00492187,-0.000234375,0.814219
-1.26220e-06,0.00542187,0.000625,0.824688
-1.26200e-06,0.00451562,0.000109375,0.819375
-1.26180e-06,0.00490625,-0.000140625,0.817344
-1.26160e-06,0.00464062,-0.000203125,0.813281
-1.26140e-06,0.00551562,0.000609375,0.824219
-1.26120e-06,0.00476562,0.0003125,0.81125
-1.26100e-06,0.00479687,0.000421875,0.817344
-1.26080e-06,0.00448437,4.6875e-05,0.816094
-1.26060e-06,0.00495313,0.000140625,0.813281
-1.26040e-06,0.00504687,0.000171875,0.81625
-1.26020e-06,0.00470313,-0.000328125,0.815156
-1.26000e-06,0.00479687,0.00021875,0.8175
-1.25980e-06,0.005125,-1.5625e-05,0.814062
-1.25960e-06,0.00509375,0.0003125,0.813906
-1.25940e-06,0.00475,0.000265625,0.816406
-1.25920e-06,0.00457813,-0.000109375,0.8125
-1.25900e-06,0.00485937,0.000234375,0.81625
-1.25880e-06,0.00490625,0.00046875,0.817812
-1.25860e-06,0.00460937,7.8125e-05,0.812812
-1.25840e-06,0.00507813,0.000203125,0.813594
-1.25820e-06,0.00471875,7.8125e-05,0.815625
-1.25800e-06,0.00510937,0.000671875,0.821875
-1.25780e-06,0.00473437,0.000203125,0.812344
-1.25760e-06,0.00473437,0.000265625,0.812187
-1.25740e-06,0.00453125,9.375e-05,0.815625
-1.25720e-06,0.005,0.00040625,0.815156
-1.25700e-06,0.0045,-0.0001875,0.815469
-1.25680e-06,0.00495313,-7.8125e-05,0.816094
-1.25660e-06,0.00476562,-3.125e-05,0.818281
-1.25640e-06,0.00451562,0,0.815156
-1.25620e-06,0.00395313,-0.000421875,0.814531
-1.25600e-06,0.004875,3.125e-05,0.817187
-1.25580e-06,0.00535937,0.000546875,0.824844
-1.25560e-06,0.00478125,0.000140625,0.817187
-1.25540e-06,0.00457813,1.5625e-05,0.8175
-1.25520e-06,0.00451562,-0.000109375,0.812969
-1.25500e-06,0.00525,0.000515625,0.825156
-1.25480e-06,0.00465625,1.5625e-05,0.812656
-1.25460e-06,0.004875,0.000125,0.818281
-1.25440e-06,0.0045,0,0.815937
-1.25420e-06,0.0044375,-1.5625e-05,0.815469
-1.25400e-06,0.00514062,-9.375e-05,0.817031
-1.25380e-06,0.00476562,-0.00028125,0.813437
-1.25360e-06,0.004875,-9.375e-05,0.813281
-1.25340e-06,0.00492187,3.125e-05,0.814375
-1.25320e-06,0.00484375,0.0001875,0.814688
-1.25300e-06,0.00476562,0.000171875,0.816719
-1.25280e-06,0.00467187,9.375e-05,0.812344
-1.25260e-06,0.0048125,0.00021875,0.815937
-1.25240e-06,0.004875,0.00028125,0.817344
-1.25220e-06,0.00478125,3.125e-05,0.815
-1.25200e-06,0.00495313,0.000203125,0.813281
-1.25180e-06,0.00470313,0.0001875,0.813437
-1.25160e-06,0.00503125,0.0008125,0.820781
-1.25140e-06,0.0048125,0.000234375,0.815469
-1.25120e-06,0.00479687,0.000125,0.81125
-1.25100e-06,0.00473437,6.25e-05,0.813437
-1.25080e-06,0.00492187,0.000140625,0.814844
-1.25060e-06,0.00439062,0.000109375,0.81625
-1.25040e-06,0.0049375,0.000328125,0.815156
-1.25020e-06,0.0051875,0.000296875,0.81875
-1.25000e-06,0.00473437,-4.6875e-05,0.8175
-1.24980e-06,0.0039375,-0.000546875,0.811719
-1.24960e-06,0.004875,0.0003125,0.817656
-1.24940e-06,0.00515625,0.00053125,0.823281
-1.24920e-06,0.00457813,9.375e-05,0.816875
-1.24900e-06,0.00479687,0.000109375,0.814688
-1.24880e-06,0.00470313,7.8125e-05,0.813594
-1.24860e-06,0.00514062,0.000578125,0.825625
-1.24840e-06,0.00457813,4.6875e-05,0.810781
-1.24820e-06,0.00501562,0.000578125,0.815625
-1.24800e-06,0.004625,0.000109375,0.812656
-1.24780e-06,0.00478125,-6.25e-05,0.814375
-1.24760e-06,0.00501562,0.00015625,0.815
-1.24740e-06,0.00475,-0.00021875,0.815156
-1.24720e-06,0.00473437,0.00028125,0.813437
-1.24700e-06,0.00498437,0.00015625,0.815
-1.24680e-06,0.00479687,0.0003125,0.815937
-1.24660e-06,0.00490625,0.000171875,0.8175
-1.24640e-06,0.00498437,-4.6875e-05,0.813437
-1.24620e-06,0.00510937,0.0001875,0.816406
-1.24600e-06,0.00484375,0.00053125,0.818906
-1.24580e-06,0.00476562,-0.000171875,0.812969
-1.24560e-06,0.00482813,0.000265625,0.816094
-1.24540e-06,0.0046875,4.6875e-05,0.815625
-1.24520e-06,0.00498437,0.000703125,0.820156
-1.24500e-06,0.00471875,0.00034375,0.817812
-1.24480e-06,0.00470313,0.000296875,0.813437
-1.24460e-06,0.00476562,1.5625e-05,0.81625
-1.24440e-06,0.00476562,0.000375,0.813906
-1.24420e-06,0.00439062,0.000109375,0.814062
-1.24400e-06,0.00484375,0.000421875,0.812969
-1.24380e-06,0.00473437,3.125e-05,0.817031
-1.24360e-06,0.0046875,9.375e-05,0.816875
-1.24340e-06,0.00407813,-0.000640625,0.812187
-1.24320e-06,0.00525,6.25e-05,0.8175
-1.24300e-06,0.00520313,0.000375,0.822969
-1.24280e-06,0.0044375,4.6875e-05,0.813125
-1.24260e-06,0.005125,0.000265625,0.813906
-1.24240e-06,0.00453125,-0.000109375,0.815
-1.24220e-06,0.00521875,0.0004375,0.820469
-1.24200e-06,0.00471875,0.000171875,0.809531
-1.24180e-06,0.00496875,0.00021875,0.820469
-1.24160e-06,0.00464062,0.00021875,0.81125
-1.24140e-06,0.00501562,0.000203125,0.814531
-1.24120e-06,0.00510937,0.000265625,0.81375
-1.24100e-06,0.00482813,3.125e-05,0.814531
-1.24080e-06,0.00484375,0.00028125,0.813281
-1.24060e-06,0.00503125,0.0003125,0.81625
-1.24040e-06,0.00475,0.000140625,0.811875
-1.24020e-06,0.004625,0.000390625,0.821094
-1.24000e-06,0.00442187,7.8125e-05,0.815156
-1.23980e-06,0.00446875,0.000171875,0.818281
-1.23960e-06,0.00467187,0.00021875,0.819687
-1.23940e-06,0.00465625,-0.00034375,0.812031
-1.23920e-06,0.00496875,0.000453125,0.817187
-1.23900e-06,0.00471875,0.000359375,0.813594
-1.23880e-06,0.00498437,0.00053125,0.820312
-1.23860e-06,0.00475,9.375e-05,0.816406
-1.23840e-06,0.00457813,0.000375,0.814219
-1.23820e-06,0.004375,0.00021875,0.816875
-1.23800e-06,0.00470313,0.000203125,0.815
-1.23780e-06,0.00457813,0.000140625,0.814062
-1.23760e-06,0.00490625,0.000125,0.814062
-1.23740e-06,0.00478125,4.6875e-05,0.816719
-1.23720e-06,0.00457813,0.000140625,0.815
-1.23700e-06,0.004,-0.0004375,0.812969
-1.23680e-06,0.00507813,0.000703125,0.817969
-1.23660e-06,0.00554687,0.000578125,0.824375
-1.23640e-06,0.00485937,0.000140625,0.815625
-1.23620e-06,0.00475,-0.000203125,0.814219
-1.23600e-06,0.00453125,-3.125e-05,0.813594
-1.23580e-06,0.00532813,0.0005,0.823437
-1.23560e-06,0.00482813,0.00015625,0.811562
-1.23540e-06,0.00501562,0.00028125,0.817969
-1.23520e-06,0.00482813,6.25e-05,0.815937
-1.23500e-06,0.00479687,0.000171875,0.815312
-1.23480e-06,0.00492187,0.0005625,0.817656
-1.23460e-06,0.00482813,-9.375e-05,0.816719
-1.23440e-06,0.00471875,0.000328125,0.814844
-1.23420e-06,0.00485937,0.000421875,0.818281
-1.23400e-06,0.00470313,0.00015625,0.813594
-1.23380e-06,0.00470313,0.000296875,0.819219
-1.23360e-06,0.00460937,-4.6875e-05,0.817031
-1.23340e-06,0.0050625,0.00021875,0.819687
-1.23320e-06,0.00489062,0.000171875,0.820156
-1.23300e-06,0.00476562,0.000234375,0.812812
-1.23280e-06,0.00504687,0.00084375,0.816094
-1.23260e-06,0.00482813,0.000328125,0.816094
-1.23240e-06,0.00479687,0.000453125,0.822812
-1.23220e-06,0.00464062,0.000109375,0.819219
-1.23200e-06,0.004625,6.25e-05,0.812656
-1.23180e-06,0.00471875,0.000203125,0.817187
-1.23160e-06,0.00484375,0.00021875,0.815781
-1.23140e-06,0.00464062,-4.6875e-05,0.816406
-1.23120e-06,0.00479687,0.000203125,0.815312
-1.23100e-06,0.00479687,7.8125e-05,0.819531
-1.23080e-06,0.00459375,0.000140625,0.815781
-1.23060e-06,0.00428125,-0.0003125,0.812187
-1.23040e-06,0.00496875,0.00059375,0.817812
-1.23020e-06,0.00510937,0.000765625,0.825781
-1.23000e-06,0.00451562,0.000203125,0.819687
-1.22980e-06,0.00492187,9.375e-05,0.817031
-1.22960e-06,0.00460937,-0.0001875,0.813906
-1.22940e-06,0.00504687,0.000515625,0.819687
-1.22920e-06,0.00490625,0,0.8125
-1.22900e-06,0.005,0.000125,0.819063
-1.22880e-06,0.00467187,1.5625e-05,0.813906
-1.22860e-06,0.00476562,3.125e-05,0.81625
-1.22840e-06,0.0048125,0.000328125,0.818125
-1.22820e-06,0.00460937,-0.000125,0.816406
-1.22800e-06,0.00465625,0.000546875,0.815312
-1.22780e-06,0.00510937,0.000609375,0.814219
-1.22760e-06,0.00465625,0.000421875,0.817344
-1.22740e-06,0.00482813,0.00028125,0.823906
-1.22720e-06,0.00439062,0,0.817187
-1.22700e-06,0.00501562,0.00015625,0.819531
-1.22680e-06,0.00498437,0.00053125,0.821875
-1.22660e-06,0.00478125,4.6875e-05,0.816719
-1.22640e-06,0.00504687,0.000421875,0.820312
-1.22620e-06,0.00475,0.000359375,0.815781
-1.22600e-06,0.005125,0.000546875,0.821094
-1.22580e-06,0.0048125,0.000140625,0.815156
-1.22560e-06,0.004875,0.00040625,0.814219
-1.22540e-06,0.00454687,4.6875e-05,0.817031
-1.22520e-06,0.00476562,0.000125,0.813906
-1.22500e-06,0.00439062,0.0001875,0.816406
-1.22480e-06,0.00448437,0.00025,0.815937
-1.22460e-06,0.00471875,6.25e-05,0.81625
-1.22440e-06,0.00464062,3.125e-05,0.816562
-1.22420e-06,0.00390625,-0.000390625,0.811562
-1.22400e-06,0.0050625,0.0005625,0.8175
-1.22380e-06,0.00525,0.000640625,0.826406
-1.22360e-06,0.00473437,0.00021875,0.818437
-1.22340e-06,0.00445313,7.8125e-05,0.816875
-1.22320e-06,0.00464062,7.8125e-05,0.81625
-1.22300e-06,0.0048125,0.0004375,0.823125
-1.22280e-06,0.00454687,0.000171875,0.812031
-1.22260e-06,0.00485937,0.000203125,0.821406
-1.22240e-06,0.00470313,0.000125,0.815625
-1.22220e-06,0.00482813,-3.125e-05,0.815625
-1.22200e-06,0.00504687,0.000203125,0.815469
-1.22180e-06,0.00473437,-0.000125,0.816875
-1.22160e-06,0.005,0.00046875,0.814688
-1.22140e-06,0.00520313,0.00040625,0.8175
-1.22120e-06,0.00467187,0.00040625,0.818906
-1.22100e-06,0.00501562,0.000578125,0.823594
-1.22080e-06,0.004625,7.8125e-05,0.816406
-1.22060e-06,0.00507813,9.375e-05,0.818594
-1.22040e-06,0.004875,0.000546875,0.820312
-1.22020e-06,0.00478125,-0.000203125,0.814688
-1.22000e-06,0.00492187,0.000453125,0.8175
-1.21980e-06,0.0046875,-0.00021875,0.814688
-1.21960e-06,0.0050625,0.000625,0.821094
-1.21940e-06,0.00475,0.000234375,0.815312
-1.21920e-06,0.00473437,0.00028125,0.814688
-1.21900e-06,0.0045625,9.375e-05,0.81875
-1.21880e-06,0.00484375,0.0001875,0.815937
-1.21860e-06,0.00471875,0.00021875,0.818437
-1.21840e-06,0.00528125,0.000328125,0.816875
-1.21820e-06,0.00478125,0.000265625,0.817812
-1.21800e-06,0.00476562,0.000125,0.816094
-1.21780e-06,0.00389062,-0.0004375,0.813437
-1.21760e-06,0.00507813,0.000953125,0.819844
-1.21740e-06,0.00517187,0.000890625,0.826562
-1.21720e-06,0.00485937,0.000234375,0.818594
-1.21700e-06,0.0048125,-0.000265625,0.819375
-1.21680e-06,0.00465625,-0.000109375,0.815469
-1.21660e-06,0.00498437,0.00040625,0.823437
-1.21640e-06,0.00471875,0.0001875,0.814219
-1.21620e-06,0.00496875,0.00015625,0.82125
-1.21600e-06,0.00496875,0.00021875,0.817969
-1.21580e-06,0.00485937,-1.5625e-05,0.817344
-1.21560e-06,0.005125,0.000296875,0.815
-1.21540e-06,0.0048125,-0.000109375,0.815156
-1.21520e-06,0.004875,0.000265625,0.815312
-1.21500e-06,0.00507813,0.00053125,0.820156
-1.21480e-06,0.004875,0.000453125,0.819063
-1.21460e-06,0.00473437,0.0004375,0.822656
-1.21440e-06,0.00459375,0.000234375,0.816094
-1.21420e-06,0.00501562,0.000234375,0.821406
-1.21400e-06,0.0048125,0.000484375,0.821875
-1.21380e-06,0.00459375,0.000171875,0.817187
-1.21360e-06,0.00504687,0.000546875,0.820312
-1.21340e-06,0.005,0.000421875,0.817031
-1.21320e-06,0.00517187,0.0006875,0.822187
-1.21300e-06,0.004625,0.0004375,0.816094
-1.21280e-06,0.00470313,0.00046875,0.814844
-1.21260e-06,0.00485937,4.6875e-05,0.8175
-1.21240e-06,0.0048125,3.125e-05,0.816875
-1.21220e-06,0.00479687,-4.6875e-05,0.816562
-1.21200e-06,0.00492187,0.00015625,0.815312
-1.21180e-06,0.00475,0.00015625,0.817812
-1.21160e-06,0.00459375,0.00025,0.817031
-1.21140e-06,0.00396875,-0.000234375,0.814219
-1.21120e-06,0.00529687,0.00071875,0.818594
-1.21100e-06,0.00523437,0.00059375,0.825625
-1.21080e-06,0.00475,0.000421875,0.820625
-1.21060e-06,0.00476562,0.000359375,0.816406
-1.21040e-06,0.00464062,7.8125e-05,0.815937
-1.21020e-06,0.005,0.000640625,0.822656
-1.21000e-06,0.00475,0.000359375,0.816406
-1.20980e-06,0.005,0.000484375,0.82125
-1.20960e-06,0.00476562,0.000328125,0.816719
-1.20940e-06,0.00465625,0.000109375,0.813906
-1.20920e-06,0.00507813,0.000375,0.813281
-1.20900e-06,0.0049375,-0.000234375,0.817656
-1.20880e-06,0.0050625,6.25e-05,0.815469
-1.20860e-06,0.00517187,0.000453125,0.817969
-1.20840e-06,0.00460937,0.000328125,0.814219
-1.20820e-06,0.00484375,0.000203125,0.821094
-1.20800e-06,0.00459375,-0.00025,0.814688
-1.20780e-06,0.00526562,0.00025,0.821875
-1.20760e-06,0.0049375,0.000578125,0.82
-1.20740e-06,0.00465625,-0.000109375,0.814219
-1.20720e-06,0.00504687,0.000671875,0.819531
-1.20700e-06,0.00473437,0.00028125,0.815312
-1.20680e-06,0.00496875,0.000625,0.820781
-1.20660e-06,0.00464062,0.0001875,0.815937
-1.20640e-06,0.00503125,0.000125,0.815781
-1.20620e-06,0.0048125,0.000109375,0.817187
-1.20600e-06,0.00476562,0.000125,0.813437
-1.20580e-06,0.0045625,0.000453125,0.816719
-1.20560e-06,0.00492187,0.000328125,0.815469
-1.20540e-06,0.00482813,-6.25e-05,0.817812
-1.20520e-06,0.00478125,9.375e-05,0.816562
-1.20500e-06,0.00389062,-0.000515625,0.811406
-1.20480e-06,0.00510937,0.000640625,0.818437
-1.20460e-06,0.00496875,0.0005,0.824375
-1.20440e-06,0.0045,0.0001875,0.81625
-1.20420e-06,0.00479687,3.125e-05,0.816406
-1.20400e-06,0.0050625,0.000171875,0.816875
-1.20380e-06,0.00504687,0.0005625,0.82375
-1.20360e-06,0.00471875,0.000234375,0.813437
-1.20340e-06,0.00489062,0.000453125,0.819687
-1.20320e-06,0.00465625,0.000390625,0.81625
-1.20300e-06,0.00482813,0.000125,0.813281
-1.20280e-06,0.00515625,0.000421875,0.816562
-1.20260e-06,0.00442187,-0.000359375,0.815156
-1.20240e-06,0.00473437,0.000234375,0.814375
-1.20220e-06,0.0051875,0.000515625,0.820469
-1.20200e-06,0.00479687,0.00015625,0.81625
